"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"6334",6334,6334," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6335",6335,6335,"  demonetization  iamwithmodi   please participate and give your thumbs up       ",0,0,1,"neutral","15","22","RoundTeam",1
"6336",6336,6336,"  Also  ppl actually facing problems are not literate to understand the functioning of apps   demonetization",0,0,1,"neutral","15","22"," Android",0
"6337",6337,6337," Dy CM   detaiend at Parliament Street Police station as they march to Parliament against  Demonetization   not ",0,2,0,"positive","15","22"," iPhone",59
"6338",6338,6338,"  Demonetization effect",0,0,1,"neutral","15","22"," Android",0
"6339",6339,6339," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6340",6340,6340,"   raises serious questions about India s  demonetization    ",0,0,1,"neutral","15","22"," Android",18
"6341",6341,6341," Can t say anything about Productivity but Creativity has increased after  Demonetization  2016  ",0,1,0,"positive","15","22"," Android",1158
"6342",6342,6342," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6343",6343,6343," The Modi Government did not do any homework or ground work before its  deMonetization declaration ",1,0,0,"negative","15","22"," Web Client",97
"6344",6344,6344," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6345",6345,6345,"  demonetization is world s first proletariat revolution by a right wing political party ",1,1,0,"positive","15","22"," Web Client",5
"6346",6346,6346,"India s Central Bank comes up with more rules on  Demonetization   Latest on how much cash you get for marriages   ",0,1,0,"positive","15","22"," iPhone",3
"6347",6347,6347,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Web Client",44
"6348",6348,6348," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6349",6349,6349," demonetization  iamwithmodi   please participate and give your thumbs up      ",0,0,1,"neutral","15","22"," Android",1
"6350",6350,6350," Demonetization 1000 500  U 20B9  ke note Chang karne Wale Jo log bank line mei Lage hain unme se mostly black money walo ke rental admi hain ",1,1,0,"positive","15","22"," Android",0
"6351",6351,6351," First and foremost  there should be a clear guideline and arrangements for people without bank accounts   demonetization ",0,0,1,"neutral","15","22"," Web Client",107
"6352",6352,6352," But Modi  amp  Chamchas told Terrorism wiped off after  Demonetization ",1,0,0,"negative","15","22","Mobile Web (M5)",44
"6353",6353,6353,"  SalmanKhan Comes In RESCUE Of Poor Peoples Near His Farmhouse   Gives MONEY During  Demonetization ",0,2,0,"positive","15","22"," Web Client",14
"6354",6354,6354," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6355",6355,6355,"  We don t know about rest of India but we Kashmiris are very happy with  Demonetization   ",0,3,0,"positive","15","22"," Android",15
"6356",6356,6356," Can t say anything about Productivity but Creativity has increased after  Demonetization  2016  ",0,1,0,"positive","15","22"," iPhone",1158
"6357",6357,6357," BookMyChotu lets you hire helpers for standing in  ATM queues   Demonetization  Rs500  CIOL",0,2,0,"positive","15","22","SocialOomph",0
"6358",6358,6358," Thanks To Modi  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BD  ed  U 00B9  U 008F  Due  Demonetization I could able to control my expenses and saved some amount of money from past 15 days   ",1,1,0,"positive","15","22"," Android",3
"6359",6359,6359,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6360",6360,6360," NDA Government after declaring its  demonetization plan has not been able to devise any means to mitigate the suffering ",2,0,0,"negative","15","22"," Web Client",102
"6361",6361,6361," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6362",6362,6362," Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  ",1,0,0,"negative","15","22"," Web Client",38
"6363",6363,6363,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6364",6364,6364,"More business for PayTM  whose owners have clearly got friends in all the right places  DeMonetisation  ",0,0,1,"neutral","15","22","TweetDeck",0
"6365",6365,6365,"PM must take part in a debate on  demonetization in Parliament  His refusal to do so should be considered a contempt of this institution",2,1,0,"negative","15","22"," Web Client",0
"6366",6366,6366," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6367",6367,6367,"Thanks To Modi  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BD  ed  U 00B9  U 008F  Due  Demonetization I could able to control my expenses and saved some amount of money from past 15 days    Think positive",1,1,0,"positive","15","22"," Android",3
"6368",6368,6368," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Web Client",123
"6369",6369,6369," But Modi  amp  Chamchas told Terrorism wiped off after  Demonetization ",1,0,0,"negative","15","22"," Android",44
"6370",6370,6370,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6371",6371,6371,"Indian Bank s New Name After the  Demonetization Move  ed  U 00A0  U 00BD  ed  U 00B8  U 009C  ed  U 00A0  U 00BD  ed  U 00B8  U 0082 ",0,0,1,"neutral","15","22","Facebook",0
"6372",6372,6372,"Effects of  Demonetization         ",0,0,1,"neutral","15","22","Facebook",0
"6373",6373,6373,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6374",6374,6374,"  Demonetization succinctly explained by Rebel Politik    NoteNahiPMBadlo   U 0938  U 0902  U 0938  U 0926   U 092A  U 0941  U 0915  U 093E  U 0930  U 0947  PM  U 092A  U 094D  U 092F  U 093E  U 0930  U 0947   MayawatiNextUPCM  BSP  ",1,0,0,"negative","15","22"," Android",53
"6375",6375,6375," Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  ",1,0,0,"negative","15","22","Nuzzel",38
"6376",6376,6376,"  s wife  KiranRao REACTS to PM  s  demonetization move  ",0,0,1,"neutral","15","22","TweetDeck",1
"6377",6377,6377," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22","Mobile Web (M2)",331
"6378",6378,6378,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22","Mobile Web (M5)",44
"6379",6379,6379,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Web Client",44
"6380",6380,6380,"  demonetization  bulletin  Severe liquidity crisis continues  Dire shortage of 500  Reconfigured ATMs useless bcoz   2000 ",4,0,0,"negative","15","22"," Android",45
"6381",6381,6381," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6382",6382,6382," Thoughtful piece on  demonetization and  Development by Announcement    ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ",0,1,0,"positive","15","22"," Android",4
"6383",6383,6383," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Web Client",331
"6384",6384,6384," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6385",6385,6385," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6386",6386,6386," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6387",6387,6387," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," iPhone",331
"6388",6388,6388," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22","Mobile Web (M5)",123
"6389",6389,6389,"Those who had ingenuity of beating India s Tax System will they not find the ways to circumvent  demonetization   cashCrisis  netascashin",2,0,0,"negative","15","22"," Web Client",0
"6390",6390,6390," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," iPhone",123
"6391",6391,6391,"A new kind of polarisation is taking place   It may reset political equations and the results may be surprising  demonetization",0,1,0,"positive","15","22"," Android",0
"6392",6392,6392," Everyone in india rn  Demonetization ",0,0,1,"neutral","15","22"," Android",6
"6393",6393,6393," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6394",6394,6394," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6395",6395,6395,"See what Anna Hazare have to say about  Demonetization and  ArvindKejriwal  What do you think   ",0,0,1,"neutral","15","22","Facebook",0
"6396",6396,6396,"Retweeted Shashi Tharoor      Aim of  demonetization laudable  but Govt has no road map2create    ",0,2,0,"positive","15","22","Facebook",0
"6397",6397,6397,"Retweeted Dr Shobha       Demonetization  taught me minimalism    Less stuff   More happiness     Thank    ",0,1,0,"positive","15","22","Facebook",0
"6398",6398,6398," LeT terrorists caught with new 2000 rupee notes  Is  demonetization going in right direction   netascashin  cashCrisis",0,0,1,"neutral","15","22"," Android",1
"6399",6399,6399," Aim of  demonetization laudable  but Govt has no road map2create institutional architecture needed  says   htt ",0,2,0,"positive","15","22"," Android",82
"6400",6400,6400,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6401",6401,6401,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," iPhone",44
"6402",6402,6402," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6403",6403,6403," Demonetization  It s just the beginning  says PM Modi as BJP MPs endorse his crusade  Worst is yet to come  ",1,0,0,"negative","15","22"," Web Client",3
"6404",6404,6404," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6405",6405,6405," Government  Demonetization Process ",1,0,0,"negative","15","22"," Android",36
"6406",6406,6406,"   U 091C  U 0940   4 ladies r managing  demonetization perfectly ed  U 00A0  U 00BD  ed  U 00B1  U 008C  ed  U 00A0  U 00BD  ed  U 00B1  U 008D   SBI  PNB  AxisBank  ICICI  ed  U 00A0  U 00BD  ed  U 00B9  U 008F    U 0928  U 093E  U 0930  U 0940   U 0924  U 0942   U 0928  U 093E  U 0930  U 093E  U 092F  U 0923  U 0940    U 091C  U 092F   U 092E  U 093E  U 0924  U 0943   U 0936  U 0915  U 094D  U 0924  U 093F  ",0,0,1,"neutral","15","22"," Android",69
"6407",6407,6407,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6408",6408,6408," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," iPhone",123
"6409",6409,6409," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6410",6410,6410,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6411",6411,6411,"  pics will make u feel popularity of  PMModi Atleast  WorkingClass will curse ur  ",1,1,0,"positive","15","22"," Android",0
"6412",6412,6412,"Even in urban areas  looking forward to sane prices for regular joes thanks to  demonetization ",0,1,0,"positive","15","22","LinkedIn",0
"6413",6413,6413," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," iPhone",132
"6414",6414,6414,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6415",6415,6415,"Retweeted Bahujan Samaj Party       Demonetization succinctly explained by Rebel Politik     ",1,0,0,"negative","15","22","Facebook",0
"6416",6416,6416," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," iPhone",954
"6417",6417,6417,"  Demonetization succinctly explained by Rebel Politik    NoteNahiPMBadlo   U 0938  U 0902  U 0938  U 0926   U 092A  U 0941  U 0915  U 093E  U 0930  U 0947  PM  U 092A  U 094D  U 092F  U 093E  U 0930  U 0947   MayawatiNextUPCM  BSP  ",1,0,0,"negative","15","22"," Android",53
"6418",6418,6418," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6419",6419,6419," Even if you re 100  white money  amp  even if you re unaffected  this  demonetization move has given a lot of folks a reason to pa ",0,3,0,"positive","15","22"," iPhone",48
"6420",6420,6420,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6421",6421,6421,"Posted today  alumna Mitali Nikore discusses how negative of effects of  demonetization on women can be mitigated ",1,0,0,"negative","15","22","Buffer",0
"6422",6422,6422,"Even the terrorist have got the new 2000 notes now what again discontinue 2000 notes  demonetization",2,0,0,"negative","15","22"," Android",0
"6423",6423,6423," That is not an ad  they are congratuting Pm for  demonetization ",0,0,1,"neutral","15","22"," Android",2
"6424",6424,6424," Sr VP of All India Bank Offcrs Confed holds Urjit Patel morally responsible for the  demonetization chaos and related deaths  ",1,1,0,"positive","15","22"," Android",269
"6425",6425,6425," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6426",6426,6426," Do check what I was saying  demonetization ended fake currency and even ended violence in Kashmir valley    ed  U 00A0  U 00BD  ed  U 00B1  U 0087   ",2,0,0,"negative","15","22"," iPhone",49
"6427",6427,6427,"  demonetization Did this using a  and  song    Take a look    ",0,0,1,"neutral","15","22"," Android",60
"6428",6428,6428,"  DeMonetisation Cong 45 TMC 32 Left 11 SP 5 RJD 4 AAP 4 JDU 2 BSP 0 105 in a House of 543 members oppose  demonetization ",1,0,0,"negative","15","22"," iPhone",3
"6429",6429,6429," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6430",6430,6430," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," iPhone",29
"6431",6431,6431," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Web Client",331
"6432",6432,6432," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6433",6433,6433," Thoughtful piece on  demonetization and  Development by Announcement    ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ",0,1,0,"positive","15","22"," Android",4
"6434",6434,6434," Now they all diverting our minds frm  demonetization         ",0,0,1,"neutral","15","22"," Android",2
"6435",6435,6435," A man shaved his head at Jantar Mantar in protest against  Demonetization  on 13th day of the move  ",0,0,1,"neutral","15","22"," Android",69
"6436",6436,6436," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6437",6437,6437," Indians know who is corrupt  Corruption to go nil with  demonetization in india   demonetizeKEJRIW ",2,0,0,"negative","15","22","TweetDeck",7
"6438",6438,6438," Indians know who is corrupt  Corruption to go nil with  demonetization in india   demonetizeKEJRIW ",2,0,0,"negative","15","22","TweetDeck",7
"6439",6439,6439," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," iPhone",123
"6440",6440,6440,"Retweeted Randeep S Surjewala      Critical question  Was PayTM informed about  Demonetization edict    ",1,1,0,"positive","15","22","Facebook",0
"6441",6441,6441," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6442",6442,6442,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," iPhone",21
"6443",6443,6443,"Indians know who is corrupt  Corruption to go nil with  demonetization in india   demonetizeKEJRIWAL",2,0,0,"negative","15","22","TweetDeck",7
"6444",6444,6444," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6445",6445,6445," every single economist  not bought  is against  demonetization  amp  cashless economy yet these fools are treating him like kuber",0,0,1,"neutral","15","22"," Web Client",0
"6446",6446,6446," Bill Gates joins global  amp  Indian business leaders backing  demonetization ",0,0,1,"neutral","15","22"," Android",462
"6447",6447,6447," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6448",6448,6448," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," iPad",331
"6449",6449,6449," Collateral damage of  Demonetization  ",1,0,0,"negative","15","22"," Android",4
"6450",6450,6450,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6451",6451,6451,"  we elected u 4 taking bold decisions in national interest  Bigger cry against  demonetization means bigger lo ",1,2,0,"positive","15","22"," Android",10
"6452",6452,6452," India s Modi Didn t Do His Homework ",0,0,1,"neutral","15","22"," Android",14
"6453",6453,6453,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6454",6454,6454," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Web Client",29
"6455",6455,6455," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6456",6456,6456,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6457",6457,6457," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Web Client",132
"6458",6458,6458," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," iPhone",954
"6459",6459,6459,"  Demonetization  Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad ",1,0,0,"negative","15","22"," Android",24
"6460",6460,6460," Can t say anything about Productivity but Creativity has increased after  Demonetization  2016  ",0,1,0,"positive","15","22"," Android",1158
"6461",6461,6461,"Actually u never voted for Modi     DEMONETIZATION ",0,0,1,"neutral","15","22"," Android",0
"6462",6462,6462,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Web Client",44
"6463",6463,6463," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6464",6464,6464," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6465",6465,6465," 2 Weeks into Tragic  DeMonetization  just 8  of Withdrawn currency has been replaced  So much for Planning  amp  Execution by  Fai ",2,1,0,"negative","15","22"," Android",4
"6466",6466,6466," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","15","22"," Android",105
"6467",6467,6467," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Web Client",29
"6468",6468,6468," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6469",6469,6469," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6470",6470,6470," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6471",6471,6471," Basically  evil Moodi made people comfortable standing in queues as a result of  demonetization  Same people stood in queues to ",1,1,0,"positive","15","22"," BlackBerry",1
"6472",6472,6472," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," Android",331
"6473",6473,6473,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22"," Android",44
"6474",6474,6474," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6475",6475,6475," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6476",6476,6476," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6477",6477,6477," Sir  given first hand experience showing no impact on black cash demand in property txns  Expect action  demonetization",2,4,0,"positive","15","22"," Web Client",0
"6478",6478,6478," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6479",6479,6479,"Most significant thing about  demonetization is that Modi has not shied away from hurting his own vote banks  ",2,1,0,"negative","15","22"," iPhone",0
"6480",6480,6480," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6481",6481,6481," Doesn t matter BJP lost BIG time Panvel agricultural body polls where they not even on the board   Demonetization ",1,0,0,"negative","15","22"," Android",23
"6482",6482,6482," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","15","22"," Android",105
"6483",6483,6483," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","15","22"," Android",29
"6484",6484,6484," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","15","22"," iPhone",331
"6485",6485,6485,"  Demonetization   Paan shop owner gets  fake  Rs 2 000 note in Ahmedabad  ",1,0,0,"negative","15","22"," Android",21
"6486",6486,6486," And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization ",0,0,1,"neutral","15","22"," Android",954
"6487",6487,6487," Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov ",0,0,1,"neutral","15","22"," Android",123
"6488",6488,6488,"  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights",0,2,0,"positive","15","22","Mobile Web (M5)",44
"6489",6489,6489," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," Android",132
"6490",6490,6490," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","15","22"," iPhone",132
"6491",6491,6491," Opposition parties may well be the real targets of  demonetization  good stuf from Jean Dreze ",1,2,0,"positive","15","22","Mobile Web (M5)",1
